coords,other_flats_less500m,other_flats_0.5-1km,other_flats_1-3km,other_flats_3-5km,other_flats_5-10km,other_flats_10-15km
"('55.721523', '37.62298')",12,30,190,375,1608,1788
"('55.764493', '37.511489')",12,18,190,396,1446,1677
"('55.754955', '37.5105626')",13,26,165,378,1502,1622
"('55.762666', '37.51291')",15,21,198,394,1479,1660
"('55.618471', '37.723124')",3,7,92,111,460,1037
"('55.62146', '37.741')",8,12,99,83,482,968
"('55.6203272', '37.7387044')",10,8,101,84,475,966
"('55.618268', '37.742196')",10,16,85,85,458,931
"('55.610321', '37.752895')",8,10,73,69,355,829
"('55.615476', '37.743274')",7,17,80,82,432,909
"('55.75946', '37.777428')",6,4,51,216,832,1301
"('55.76799', '37.837437')",1,3,33,118,558,898
"('55.829502', '37.82185')",2,6,37,99,284,936
"('55.802103', '37.814483')",8,15,101,70,487,1069
"('55.828674', '37.361018')",1,2,36,78,414,845
"('55.774406', '37.708931')",9,12,152,252,1355,1388
"('55.787513', '37.706766')",2,13,140,259,1270,1432
"('55.780834', '37.692688')",3,23,144,314,1351,1524
"('55.774603', '37.696489')",5,23,157,270,1413,1471
"('55.774887', '37.707783')",10,11,156,258,1348,1404
"('55.772861', '37.710287')",8,11,145,254,1352,1376
"('55.773388', '37.708965')",8,12,145,260,1354,1389
"('55.780294', '37.705535')",6,12,145,269,1318,1436
"('55.78202', '37.726655')",9,11,116,234,1192,1335
"('55.77309', '37.706074')",8,13,153,260,1371,1406
"('55.708225', '37.819244')",5,4,81,136,589,1029
"('55.703641', '37.790934')",4,17,93,180,683,1265
"('55.694096', '37.81723')",3,8,60,136,527,1053
"('55.70041', '37.809479')",7,6,77,150,580,1154
"('55.712409', '37.803657')",3,9,98,161,676,1166
"('55.704002', '37.813073')",8,7,83,143,592,1112
"('55.67559', '37.465694')",3,8,121,247,906,1513
"('55.675103', '37.499516')",8,22,191,269,1054,1583
"('55.661328', '37.468308')",10,7,119,227,869,1371
"('55.665492', '37.498743')",3,25,166,275,939,1606
"('55.608139', '37.58597')",5,6,76,139,774,964
"('55.61545', '37.587723')",2,10,68,166,776,1135
"('55.881177', '37.5349')",9,12,97,173,681,1044
"('55.504986', '37.534794')",6,3,18,54,130,300
"('55.508542', '37.581629')",3,6,13,41,169,292
"('55.520161', '37.212217')",1,0,1,5,44,71
"('55.532666', '37.521408')",4,8,62,69,215,497
"('55.53827', '37.51017')",6,11,56,84,216,576
"('55.539732', '37.581271')",4,0,41,61,251,550
"('55.540928', '37.57667')",4,2,43,66,254,568
"('55.541504', '37.57544')",4,4,43,67,259,576
"('55.54193', '37.560745')",4,12,42,89,239,614
"('55.543516', '37.511544')",1,12,63,82,234,656
"('55.5437', '37.483508')",10,9,69,46,282,578
"('55.544255', '37.52324')",5,4,77,74,258,637
"('55.54753', '37.323517')",2,8,9,23,129,286
"('55.5479124', '37.5569644')",6,13,47,83,277,664
"('55.548894', '37.53835')",3,8,61,89,282,680
"('55.54921', '37.556559')",7,12,47,88,279,680
"('55.554236', '37.465838')",4,0,66,46,314,617
"('55.565136', '37.576405')",9,11,45,90,408,752
"('55.57462', '37.469227')",5,7,39,73,437,702
"('55.585067', '37.602067')",7,8,70,88,573,823
"('55.587285', '37.456981')",3,9,35,68,534,707
"('55.593735', '37.596184')",8,14,52,123,639,895
"('55.594102', '37.664976')",6,8,47,105,473,929
"('55.598405', '37.519476')",1,5,28,135,687,869
"('55.601004', '37.717178')",9,11,62,104,406,890
"('55.602615', '37.584515')",5,11,65,125,738,913
"('55.604692', '37.661105')",7,6,57,140,570,1026
"('55.604866', '37.55593')",1,4,53,135,733,953
"('55.605858', '37.664731')",6,7,57,138,572,1044
"('55.606131', '37.411705')",5,3,33,66,474,773
"('55.606945', '37.72538')",7,16,63,110,404,930
"('55.607377', '37.705023')",6,8,75,116,446,1028
"('55.607377', '37.712749')",5,16,63,126,420,1001
"('55.608348', '37.546417')",2,10,36,163,738,1038
"('55.608389', '37.613683')",2,7,74,129,764,989
"('55.608816', '37.535412')",2,10,39,146,769,997
"('55.612506', '37.749863')",8,13,76,71,380,871
"('55.6131349', '37.7484728')",8,13,78,71,396,883
"('55.616127', '37.756587')",4,17,65,90,364,910
"('55.617378', '37.411463')",6,1,36,114,463,851
"('55.618679', '37.586006')",3,6,73,175,792,1185
"('55.618761', '37.263555')",6,0,17,31,146,244
"('55.619467', '37.415344')",6,1,35,119,478,864
"('55.621333', '37.303602')",7,7,42,49,157,560
"('55.623238', '37.588825')",4,9,73,190,819,1261
"('55.62451', '37.652077')",5,9,49,172,754,1218
"('55.627397', '37.718471')",4,3,111,108,552,1067
"('55.62883', '37.512937')",5,10,96,151,865,1148
"('55.628932', '37.341843')",5,4,69,64,241,727
"('55.630085', '37.655463')",3,11,46,168,806,1244
"('55.633932', '37.529214')",7,14,85,264,788,1396
"('55.634812', '37.539715')",4,12,75,295,784,1457
"('55.636621', '37.60549')",11,20,66,217,904,1455
"('55.637581', '37.428073')",2,4,61,133,653,934
"('55.63816', '37.756299')",3,17,93,126,501,1032
"('55.638175', '37.531765')",10,17,93,287,785,1478
"('55.640335', '37.309199')",3,7,48,38,175,656
"('55.640423', '37.61026')",9,22,74,203,960,1466
"('55.641773', '37.362869')",15,7,71,82,378,762
"('55.642372', '37.672468')",1,7,45,204,852,1341
"('55.642977', '37.393074')",8,11,69,82,571,827
"('55.643465', '37.725496')",5,12,96,175,660,1164
"('55.643744', '37.492284')",6,12,138,176,861,1241
"('55.645367', '37.34869')",6,11,63,75,318,732
"('55.645553', '37.495779')",10,7,156,174,889,1277
"('55.647728', '37.65381')",6,2,54,195,990,1414
"('55.648794', '37.388188')",8,12,70,66,596,810
"('55.649276', '37.660215')",5,2,47,201,1000,1410
"('55.6495', '37.387846')",7,13,69,67,595,819
"('55.649571', '37.400135')",4,19,53,102,640,863
"('55.650836', '37.597387')",5,19,116,233,1050,1576
"('55.6522', '37.47304')",6,13,101,223,842,1298
"('55.652796', '37.474192')",6,17,102,226,845,1303
"('55.65313', '37.715218')",3,9,69,188,793,1299
"('55.654823', '37.409011')",4,19,44,111,697,925
"('55.65559', '37.469305')",8,12,114,215,863,1311
"('55.6561864', '37.516193')",6,21,192,215,990,1545
"('55.656301', '37.413089')",3,19,47,116,706,951
"('55.65724', '37.494548')",7,10,161,229,908,1476
"('55.658124', '37.602005')",7,10,148,217,1152,1595
"('55.658581', '37.744262')",6,18,111,116,728,1177
"('55.660374', '37.602049')",6,9,156,218,1181,1598
"('55.660977', '37.514252')",15,17,205,235,1019,1584
"('55.661496', '37.47147')",11,10,122,241,864,1404
"('55.661547', '37.473923')",9,13,125,249,859,1425
"('55.661836', '37.516')",17,15,206,240,1034,1597
"('55.6620528', '37.5125239')",14,20,191,251,1010,1585
"('55.666086', '37.561688')",5,29,187,260,1132,1783
"('55.666142', '37.511356')",16,25,187,266,1027,1617
"('55.666589', '37.586518')",4,15,168,266,1154,1744
"('55.666868', '37.505678')",10,28,185,265,1017,1585
"('55.668021', '37.508741')",11,29,182,278,1020,1618
"('55.668386', '37.56379')",8,25,190,260,1167,1782
"('55.669544', '37.78783')",3,5,62,158,564,1078
"('55.67065', '37.6115')",5,9,139,260,1283,1629
"('55.6714126', '37.5485865')",7,28,199,267,1162,1779
"('55.671494', '37.599518')",7,13,158,255,1263,1681
"('55.671555', '37.78962')",2,3,66,158,572,1081
"('55.6726', '37.464283')",3,11,117,242,889,1456
"('55.672905', '37.524318')",7,24,178,316,1089,1742
"('55.67335', '37.51068')",13,20,177,307,1041,1661
"('55.6736287', '37.4948009')",9,16,183,274,1012,1577
"('55.674118', '37.507008')",10,23,177,301,1033,1649
"('55.674671', '37.487712')",5,14,171,250,1012,1537
"('55.675529', '37.598618')",12,9,153,267,1306,1705
"('55.675798', '37.443982')",5,7,71,233,798,1374
"('55.6758988', '37.4906266')",6,12,190,245,1042,1541
"('55.676154', '37.536131')",16,26,193,306,1175,1755
"('55.6773', '37.50356')",5,24,189,276,1085,1595
"('55.677837', '37.763638')",8,13,104,155,720,1290
"('55.678169', '37.580939')",7,23,175,281,1322,1742
"('55.678382', '37.599301')",9,13,148,282,1353,1703
"('55.678707', '37.634631')",5,7,122,262,1353,1548
"('55.678768', '37.578702')",9,19,182,277,1322,1747
"('55.679245', '37.685055')",8,17,70,215,1131,1594
"('55.67928', '37.542428')",13,25,191,298,1232,1760
"('55.68027', '37.515191')",4,17,179,311,1122,1671
"('55.68032', '37.45746')",3,8,97,271,853,1543
"('55.680935', '37.75373')",8,13,106,162,802,1350
"('55.681067', '37.48296')",3,10,178,224,1061,1510
"('55.681194', '37.527696')",7,31,176,324,1182,1731
"('55.681275', '37.718238')",5,8,91,201,997,1512
"('55.681387', '37.674445')",8,13,81,215,1189,1604
"('55.682645', '37.637434')",4,9,122,262,1390,1549
"('55.682674', '37.650345')",9,10,106,231,1363,1523
"('55.682747', '37.489356')",6,11,190,224,1115,1512
"('55.683239', '37.530939')",10,23,187,324,1224,1702
"('55.683407', '37.555355')",3,19,181,292,1318,1744
"('55.6834388', '37.6950682')",7,14,68,232,1114,1643
"('55.683518', '37.530256')",10,24,186,324,1226,1700
"('55.683563', '37.67088')",7,11,92,207,1252,1597
"('55.68402', '37.656307')",4,18,95,226,1332,1560
"('55.684366', '37.533993')",12,22,190,316,1250,1705
"('55.6846329', '37.6990343')",6,11,71,242,1099,1647
"('55.685158', '37.68641')",5,19,73,225,1182,1639
"('55.685234', '37.921005')",6,1,34,37,185,444
"('55.685477', '37.593345')",12,17,155,299,1458,1684
"('55.686579', '37.676933')",2,17,89,213,1238,1643
"('55.689725', '37.854746')",2,10,17,103,379,801
"('55.690258', '37.495583')",8,9,189,237,1220,1497
"('55.6907642', '37.6558984')",9,7,121,241,1413,1613
"('55.690821', '37.858824')",4,6,23,96,372,776
"('55.692851', '37.562766')",11,13,160,336,1417,1733
"('55.693957', '37.585098')",4,12,147,317,1490,1690
"('55.694435', '37.602634')",9,5,163,315,1532,1658
"('55.695246', '37.85073')",2,5,37,98,390,887
"('55.69553', '37.56943')",6,17,151,347,1440,1741
"('55.697853', '37.944029')",6,9,29,25,139,402
"('55.698437', '37.942906')",6,11,27,27,143,402
"('55.698589', '37.825856')",4,5,70,109,501,995
"('55.69868', '37.92679')",7,10,36,32,183,462
"('55.69899', '37.928253')",7,13,32,35,172,468
"('55.699287', '37.74525')",5,9,110,198,913,1516
"('55.700645', '37.930508')",8,18,27,37,167,451
"('55.7008162', '37.768386')",5,15,106,164,812,1388
"('55.70108', '37.661356')",5,10,145,273,1466,1683
"('55.701775', '37.663404')",7,10,142,273,1459,1691
"('55.702312', '37.640633')",8,12,165,288,1550,1686
"('55.702926', '37.67855')",4,8,130,278,1379,1694
"('55.70323', '37.670753')",6,12,139,266,1426,1700
"('55.703373', '37.943616')",9,11,27,27,146,403
"('55.703976', '37.923798')",7,11,42,28,202,498
"('55.70442', '37.77749')",7,22,95,173,778,1333
"('55.704524', '37.615371')",6,16,154,344,1591,1682
"('55.706715', '37.615067')",9,14,159,345,1600,1690
"('55.707365', '37.57775')",3,9,151,393,1543,1646
"('55.707623', '37.768561')",6,21,108,164,869,1354
"('55.707745', '37.671875')",5,15,119,317,1414,1730
"('55.707841', '37.655472')",3,14,174,266,1523,1702
"('55.708785', '37.676807')",5,11,125,322,1399,1703
"('55.70927', '37.61811')",8,18,163,354,1609,1700
"('55.709424', '37.817735')",5,7,82,139,605,1038
"('55.709713', '37.679412')",6,10,126,320,1389,1701
"('55.710094', '37.65888')",3,15,170,270,1507,1714
"('55.710106', '37.679943')",6,10,123,325,1382,1702
"('55.7106908', '37.5980618')",5,15,175,360,1600,1690
"('55.712452', '37.940418')",3,6,31,25,169,437
"('55.7125233', '37.5968509')",5,15,171,361,1594,1700
"('55.71271', '37.644478')",8,11,195,296,1582,1695
"('55.713135', '37.618526')",10,15,180,346,1618,1717
"('55.713441', '37.721292')",1,9,93,292,1123,1617
"('55.7135459', '37.4365861')",8,11,147,169,978,1481
"('55.7137', '37.621838')",8,22,175,352,1599,1746
"('55.713796', '37.483939')",8,15,173,219,1403,1380
"('55.713968', '37.405121')",7,17,79,143,733,1415
"('55.7140296', '37.4352823')",8,15,142,172,964,1485
"('55.71482', '37.750029')",8,6,126,176,985,1423
"('55.714883', '37.4332517')",9,19,140,168,953,1478
"('55.715626', '37.410106')",8,18,97,139,775,1430
"('55.715839', '37.434361')",11,19,143,167,970,1487
"('55.715961', '37.751026')",8,5,126,175,987,1414
"('55.7164084', '37.6343347')",6,19,196,331,1595,1756
"('55.7166', '37.50902')",9,15,123,345,1492,1426
"('55.71675', '37.57678')",7,16,130,402,1630,1625
"('55.71697', '37.500816')",9,15,160,274,1489,1395
"('55.717188', '37.619522')",9,32,181,358,1611,1767
"('55.71729', '37.6213')",10,29,181,359,1611,1769
"('55.717295', '37.595097')",3,13,176,350,1655,1661
"('55.717579', '37.594225')",2,15,177,341,1665,1648
"('55.718096', '37.666072')",7,16,169,296,1494,1722
"('55.71883', '37.477623')",6,13,176,207,1388,1402
"('55.718884', '37.634678')",6,24,199,341,1595,1771
"('55.719009', '37.414993')",6,23,106,135,830,1434
"('55.7191524', '37.8311864')",7,8,68,142,533,974
"('55.719585', '37.660656')",9,15,194,294,1523,1727
"('55.720078', '37.90309')",4,4,37,60,247,660
"('55.720184', '37.431442')",14,20,141,154,968,1506
"('55.720717', '37.424947')",13,19,125,149,913,1486
"('55.721077', '37.62157')",13,26,193,372,1617,1780
"('55.721483', '37.62634')",12,26,192,354,1607,1797
"('55.72177', '37.398384')",7,9,100,96,734,1386
"('55.721873', '37.573977')",14,15,142,431,1657,1597
"('55.722157', '37.584721')",7,17,155,405,1659,1646
"('55.72237', '37.611015')",13,20,200,384,1622,1737
"('55.722565', '37.612667')",14,19,201,387,1617,1750
"('55.72275', '37.895511')",3,6,27,81,275,704
"('55.723014', '37.434711')",9,20,149,150,1009,1504
"('55.723014', '37.62563')",12,28,193,377,1589,1810
"('55.72303', '37.613747')",15,18,207,385,1620,1747
"('55.723643', '37.780051')",8,6,136,121,954,1187
"('55.723719', '37.452103')",11,14,152,206,1152,1512
"('55.725433', '37.432655')",9,19,147,143,1007,1496
"('55.725478', '37.743345')",14,11,104,226,1093,1420
"('55.726198', '37.766118')",6,9,122,156,1017,1262
"('55.7263761', '37.6769525')",14,20,173,291,1473,1700
"('55.72662', '37.753174')",3,17,103,208,1041,1362
"('55.728515', '37.737587')",12,10,101,238,1157,1426
"('55.728601', '37.527867')",7,14,130,390,1619,1465
"('55.72923', '37.417724')",5,18,124,113,888,1469
"('55.729818', '37.762201')",5,9,111,181,1026,1290
"('55.730957', '37.67653')",16,20,175,296,1493,1679
"('55.7315262', '37.5863649')",9,14,231,410,1705,1645
"('55.732037', '37.622547')",6,32,207,448,1551,1838
"('55.732063', '37.419395')",6,21,125,113,908,1482
"('55.733443', '37.671094')",16,33,182,326,1474,1739
"('55.73348', '37.632584')",13,21,225,426,1526,1860
"('55.734202', '37.618866')",11,19,227,480,1536,1873
"('55.734324', '37.5267398')",9,17,153,366,1652,1461
"('55.734653', '37.744503')",2,14,85,257,1118,1414
"('55.734805', '37.668156')",14,29,191,342,1460,1762
"('55.734897', '37.638818')",7,26,210,442,1492,1885
"('55.735084', '37.698834')",4,12,163,286,1431,1562
"('55.736047', '37.672765')",16,26,187,318,1477,1705
"('55.736477', '37.422367')",8,24,122,126,923,1504
"('55.738049', '37.625873')",10,26,233,490,1503,1899
"('55.73829', '37.710342')",5,6,156,269,1388,1484
"('55.738363', '37.438817')",4,4,145,168,1096,1509
"('55.738561', '37.493452')",9,14,144,316,1460,1480
"('55.7388', '37.570976')",4,15,225,429,1708,1628
"('55.738885', '37.58323')",12,24,232,438,1689,1687
"('55.739245', '37.76203')",4,5,92,217,1022,1288
"('55.73959', '37.476636')",5,14,102,356,1294,1583
"('55.740451', '37.635476')",7,21,233,488,1452,1936
"('55.740537', '37.604807')",3,24,243,481,1619,1820
"('55.740807', '37.588493')",15,25,252,435,1693,1724
"('55.741075', '37.687605')",13,15,166,315,1454,1628
"('55.741191', '37.58888')",17,28,250,438,1689,1730
"('55.741733', '37.619028')",6,20,256,490,1537,1905
"('55.742124', '37.433687')",2,12,127,170,1012,1537
"('55.742189', '37.574992')",8,24,250,437,1682,1698
"('55.742256', '37.87776')",2,4,24,73,394,703
"('55.74255', '37.799274')",7,4,95,133,841,1081
"('55.742585', '37.577499')",11,24,261,432,1690,1695
"('55.742625', '37.548195')",15,15,233,385,1740,1513
"('55.743188', '37.684874')",9,25,164,330,1455,1652
"('55.744191', '37.594863')",15,36,264,467,1630,1819
"('55.744617', '37.562172')",10,24,262,404,1743,1597
"('55.745063', '37.557127')",13,23,257,387,1748,1556
"('55.746421', '37.634344')",4,19,257,492,1464,1960
"('55.746785', '37.552184')",13,27,244,400,1724,1564
"('55.74692', '37.57678')",10,33,279,439,1657,1739
"('55.746922', '37.593111')",26,32,280,460,1626,1833
"('55.747585', '37.629807')",5,11,287,477,1495,1948
"('55.74772', '37.588432')",23,35,288,445,1645,1801
"('55.747844', '37.418703')",5,16,75,176,809,1600
"('55.748306', '37.56645')",13,16,282,415,1686,1696
"('55.749172', '37.560538')",14,20,276,404,1712,1625
"('55.749785', '37.590326')",26,31,299,447,1636,1831
"('55.749866', '37.595116')",27,24,308,435,1643,1831
"('55.750028', '37.590452')",26,29,304,446,1634,1837
"('55.750054', '37.522809')",9,19,173,435,1553,1607
"('55.750246', '37.584802')",16,36,297,471,1596,1842
"('55.750494', '37.592761')",27,26,308,439,1637,1837
"('55.750663', '37.5907465')",26,27,307,448,1628,1847
"('55.750859', '37.415308')",4,15,62,182,778,1591
"('55.75136', '37.521946')",10,24,176,440,1541,1627
"('55.751381', '37.681946')",5,18,202,330,1464,1665
"('55.7516028', '37.6554001')",6,19,222,445,1433,1860
"('55.751867', '37.416871')",4,15,60,191,791,1603
"('55.752551', '37.835126')",2,6,64,82,627,874
"('55.753044', '37.661007')",7,15,219,421,1439,1814
"('55.754157', '37.645977')",8,23,232,480,1420,1932
"('55.754618', '37.524058')",9,29,193,455,1533,1643
"('55.754707', '37.680016')",6,10,211,318,1476,1658
"('55.755267', '37.651187')",11,20,228,454,1426,1885
"('55.755621', '37.71875')",3,10,115,304,1294,1475
"('55.756462', '37.569953')",5,27,314,415,1652,1756
"('55.757206', '37.834354')",2,4,64,82,619,896
"('55.7572367', '37.591218')",12,44,308,445,1583,1890
"('55.757896', '37.656119')",9,34,210,455,1404,1868
"('55.757921', '37.653235')",12,31,216,459,1408,1887
"('55.758357', '37.559415')",9,31,312,399,1668,1673
"('55.758686', '37.591431')",10,43,303,452,1567,1914
"('55.758934', '37.607691')",12,28,331,422,1574,1961
"('55.759051', '37.595905')",13,46,309,429,1584,1918
"('55.759152', '37.58084')",3,39,308,465,1548,1894
"('55.75961', '37.52148')",7,30,207,448,1504,1656
"('55.759628', '37.702373')",4,14,148,302,1397,1510
"('55.7598634', '37.6331784')",5,18,281,462,1443,2004
"('55.759983', '37.636581')",8,22,265,473,1427,1991
"('55.760195', '37.654906')",12,30,221,442,1425,1855
"('55.7621', '37.590201')",18,32,326,440,1556,1924
"('55.763548', '37.645681')",17,28,222,482,1397,1954
"('55.763812', '37.732081')",4,9,91,279,1183,1411
"('55.763847', '37.644782')",18,25,224,486,1391,1967
"('55.76391', '37.552803')",11,28,311,408,1631,1667
"('55.7640156', '37.5381361')",3,9,253,480,1517,1714
"('55.7642421', '37.5957485')",23,43,313,441,1543,1959
"('55.764526', '37.648196')",16,29,211,474,1406,1922
"('55.764564', '37.511544')",12,18,190,399,1443,1680
"('55.764592', '37.405372')",6,10,38,150,789,1429
"('55.765174', '37.592105')",24,41,323,429,1558,1929
"('55.765377', '37.581165')",10,57,309,454,1532,1899
"('55.765757', '37.616162')",11,33,316,436,1505,2003
"('55.76603', '37.613557')",13,33,323,419,1527,1982
"('55.76703', '37.67458')",4,20,199,336,1452,1676
"('55.767038', '37.564302')",25,21,347,402,1598,1751
"('55.767165', '37.658356')",12,17,213,429,1410,1832
"('55.767392', '37.593021')",27,51,303,430,1541,1939
