author,author_type,url,floor,floors_total,rooms,meters,district,street,house_number,price
Наталья Бондаренко,realtor,https://www.cian.ru/rent/flat/306749199/,7,16,3,90.0,Текстильщики, 8-я Текстильщиков,13К2,130000
Гранд Сервис Недвижимость,real_estate_agent,https://www.cian.ru/rent/flat/306564196/,17,25,3,75.0,Рязанский, Васильцовский Стан,9,100000
Ольга Титова,realtor,https://www.cian.ru/rent/flat/305861541/,20,23,3,84.5,Рязанский, Васильцовский Стан,3К1,87000
Record Estate,real_estate_agent,https://www.cian.ru/rent/flat/305245996/,2,5,3,54.3,Кузьминки,Зеленодольская ,17К5,75000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/303593045/,10,18,3,100.0,Кузьминки,Волгоградский проспект,145К2,120000
Вертикаль,real_estate_agent,https://www.cian.ru/rent/flat/303588283/,10,18,3,100.0,Кузьминки,Волгоградский проспект,145К2,130000
Этажи Москва,real_estate_agent,https://www.cian.ru/rent/flat/307716891/,6,9,1,33.1,Можайский,Можайское шоссе,24,50000
Авеню-Мск,real_estate_agent,https://www.cian.ru/rent/flat/307705901/,14,29,1,43.0,Фили-Давыдково, Ивана Франко,6,110000
My Hoyse,real_estate_agent,https://www.cian.ru/rent/flat/307701697/,16,25,1,37.0,Можайский,Рябиновая ,3к4,85000
Алексей Ладан,realtor,https://www.cian.ru/rent/flat/307676970/,11,29,1,42.3,Фили-Давыдково, Ивана Франко,6,120000
ID 62501951,unknown,https://www.cian.ru/rent/flat/307523624/,11,22,1,35.0,Можайский,Рябиновая ,3к2,85000
Анна Кравцова,realtor,https://www.cian.ru/rent/flat/307427137/,9,12,1,41.1,Можайский,Сколковское шоссе,40к1,75000
ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/307286979/,10,12,1,43.0,Можайский, Багрицкого,10К1,95000
КС-Риэлти,real_estate_agent,https://www.cian.ru/rent/flat/307205771/,12,12,1,35.0,Можайский,Сколковское шоссе,16,53000
Наталья Лоскутова,realtor,https://www.cian.ru/rent/flat/305396087/,3,5,1,29.8,Можайский,Гжатская ,4К2,58000
Ольга Шиховцева,realtor,https://www.cian.ru/rent/flat/290104303/,11,12,1,51.0,Фили-Давыдково, Ивана Франко,6,115000
ID 663571,homeowner,https://www.cian.ru/rent/flat/279795633/,8,14,1,40.0,Можайский,Беловежская ,13,60000
ID 646777,realtor,https://www.cian.ru/rent/flat/274781517/,6,9,1,38.2,Фили-Давыдково,Аминьевское шоссе,36,69000
ID 17167772,homeowner,https://www.cian.ru/rent/flat/228261915/,4,14,1,42.0,Можайский, Багрицкого,10к4,70000
ID 161274,real_estate_agent,https://www.cian.ru/rent/flat/307502571/,1,14,1,40.0,Раменки,проспект Генерала Дорохова,39к1,40000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307720118/,2,12,2,37.0,Можайский,Сколковское шоссе,16,70000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307711336/,8,15,2,55.0,Можайский,проезд Загорского,5,59000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307705248/,6,10,2,62.0,Можайский,Рябиновая ,3к3,120000
ID 182174,realtor,https://www.cian.ru/rent/flat/307703492/,15,26,2,61.3,Фили-Давыдково,Кастанаевская ,65,95000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307673358/,8,9,2,50.0,Можайский, Красных Зорь,37,88000
Анна Кустова,realtor,https://www.cian.ru/rent/flat/307649168/,6,9,2,44.6,Можайский,Можайское шоссе,24,60000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307635011/,9,17,2,54.0,Можайский,Можайское шоссе,17,65000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307610224/,4,5,2,50.0,Фили-Давыдково,Аминьевское шоссе,34,63000
Анна Максимова,realtor,https://www.cian.ru/rent/flat/307581105/,2,14,2,78.0,Фили-Давыдково,Малая Филевская ,36,75000
Григорий Поляков,realtor,https://www.cian.ru/rent/flat/307552944/,4,25,2,56.0,Можайский,Рябиновая ,3к4,110000
ID 10384294,unknown,https://www.cian.ru/rent/flat/307545664/,13,16,2,55.0,Можайский,Можайское шоссе,39,80000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307543219/,13,24,2,75.0,Можайский,Можайское шоссе,22к1,130000
ID 121974554,homeowner,https://www.cian.ru/rent/flat/307543181/,2,12,2,37.9,Можайский,Сколковское шоссе,16,70000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/307539174/,4,5,2,60.0,Фили-Давыдково,Кутузовский проспект,71,90000
ID 71168094,realtor,https://www.cian.ru/rent/flat/307509800/,15,15,2,53.3,Фили-Давыдково, Ивана Франко,6,155000
Las Vegas,real_estate_agent,https://www.cian.ru/rent/flat/307499769/,5,11,2,50.0,Фили-Давыдково, Ивана Франко,6,130000
Алексей Мухамеджанов,realtor,https://www.cian.ru/rent/flat/307482638/,9,16,2,53.0,Можайский,Можайское шоссе,17,60000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307474770/,5,29,2,50.0,Фили-Давыдково, Ивана Франко,4К4,130000
ID 107813158,homeowner,https://www.cian.ru/rent/flat/307460632/,7,9,2,44.0,Кунцево,Истринская ,10К1,127000
ID 416861,realtor,https://www.cian.ru/rent/flat/307433802/,8,13,2,56.0,Можайский,Можайское шоссе,39,60000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307431179/,9,9,2,55.0,Можайский, Багрицкого,10К2,120000
ID 26742302,realtor,https://www.cian.ru/rent/flat/307413288/,7,19,2,50.3,Кунцево, Екатерины Будановой,20К1,95000
ID 12733736,unknown,https://www.cian.ru/rent/flat/307206606/,22,25,2,46.0,Можайский,Рябиновая ,3к4,100000
ID 94858909,homeowner,https://www.cian.ru/rent/flat/307143544/,11,13,2,46.4,Фили-Давыдково,Славянский бульвар,9К1,100000
ID 18887212,homeowner,https://www.cian.ru/rent/flat/307104239/,5,9,2,44.4,Можайский, Багрицкого,3К1,85000
Самолет Плюс Москва,real_estate_agent,https://www.cian.ru/rent/flat/306934128/,5,29,2,50.0,Фили-Давыдково, Ивана Франко,6,130000
АЛЬФА,real_estate_agent,https://www.cian.ru/rent/flat/306785105/,5,29,2,45.0,Фили-Давыдково, Ивана Франко,6,130000
Юлия Дусина,realtor,https://www.cian.ru/rent/flat/306691936/,3,9,2,48.0,Можайский,Можайское шоссе,16,55000
Яндекс Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306523411/,13,13,2,46.8,Фили-Давыдково,Славянский бульвар,13К1,104000
Парус,real_estate_agent,https://www.cian.ru/rent/flat/306435696/,5,29,2,45.0,Фили-Давыдково, Ивана Франко,6,130000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306417945/,5,22,2,50.0,Фили-Давыдково, Ивана Франко,6,130000
На Петровке,real_estate_agent,https://www.cian.ru/rent/flat/306214513/,13,25,2,130.0,Можайский,Можайское шоссе,2,175000
ID 134808,unknown,https://www.cian.ru/rent/flat/305960396/,6,14,2,55.0,Можайский, Красных Зорь,23,95000
Алексей Власов,realtor,https://www.cian.ru/rent/flat/301429929/,9,29,2,61.0,Фили-Давыдково, Ивана Франко,6,150000
Best Insurance,real_estate_agent,https://www.cian.ru/rent/flat/292955095/,4,5,2,43.2,Фили-Давыдково,Кутузовский проспект,69К2,75000
ID 66423751,homeowner,https://www.cian.ru/rent/flat/292354495/,8,9,2,50.3,Можайский, Красных Зорь,37,88000
Александра Тимофеева,realtor,https://www.cian.ru/rent/flat/280976224/,6,24,2,80.0,Можайский,Можайское шоссе,22к2,125000
ID 262573,homeowner,https://www.cian.ru/rent/flat/219990126/,6,25,2,63.0,Можайский,Рябиновая ,3к4,110000
ID 68778,realtor,https://www.cian.ru/rent/flat/208565395/,3,24,2,80.0,Фили-Давыдково, Ватутина,18К2,115000
Ольга Чернышова,realtor,https://www.cian.ru/rent/flat/307040814/,2,5,2,45.8,Фили-Давыдково,Давыдковская ,4К3,65000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307773242/,26,29,3,90.0,Фили-Давыдково, Ивана Франко,6,250000
Максим Лапенко,realtor,https://www.cian.ru/rent/flat/307763590/,6,23,3,110.0,Можайский,Гжатская ,5к8,300000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/307704983/,5,16,3,70.0,Можайский,Гжатская ,5к1,170000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307704868/,10,16,3,97.0,Кунцево,Рублевское шоссе,12,150000
ID 30970714,official_representative,https://www.cian.ru/rent/flat/307679647/,12,31,3,65.0,Фили-Давыдково, Ивана Франко,6,200000
ID 116366625,unknown,https://www.cian.ru/rent/flat/307678191/,10,16,3,97.2,Кунцево,Рублевское шоссе,12,150000
ВИАЛ,real_estate_agent,https://www.cian.ru/rent/flat/307661345/,6,13,3,68.0,Фили-Давыдково,Славянский бульвар,9К1,130000
Владимир Фетискин,realtor,https://www.cian.ru/rent/flat/307657123/,15,23,3,78.0,Можайский,Гродненская ,9,110000
Ольга Королева,realtor,https://www.cian.ru/rent/flat/307646715/,7,22,3,120.0,Кунцево,Истринская ,8к3,250000
АЛЬТЕРНАТИВА,real_estate_agent,https://www.cian.ru/rent/flat/307528465/,5,5,3,67.0,Фили-Давыдково, Артамонова,4К2,100000
Светлана Калинина,realtor,https://www.cian.ru/rent/flat/307499049/,2,9,3,63.0,Можайский,Беловежская ,77,75000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/307498922/,11,17,3,135.0,Можайский, Толбухина,3К2,99000
Vershina Real Estate,real_estate_agent,https://www.cian.ru/rent/flat/307356791/,12,25,3,68.0,Кунцево, Ивана Франко,20к1,95000
Лала Чурсина,realtor,https://www.cian.ru/rent/flat/307345798/,2,9,3,140.0,Можайский, Вересаева,9,450000
Lucky Realty,real_estate_agent,https://www.cian.ru/rent/flat/307319207/,24,29,3,66.0,Фили-Давыдково, Ивана Франко,6,160000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306970732/,8,11,3,128.0,Можайский, Толбухина,3К2,100000
ИНКОМ-Недвижимость. Аренда,real_estate_agent,https://www.cian.ru/rent/flat/306955643/,9,16,3,135.0,Можайский, Толбухина,3К2,100000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/306876636/,3,5,3,58.0,Можайский,Гвардейская ,8,80000
AGORA,real_estate_agent,https://www.cian.ru/rent/flat/306835413/,4,18,3,72.0,Можайский,Гжатская ,5к7,250000
ID 40042908,homeowner,https://www.cian.ru/rent/flat/306824552/,4,18,3,67.8,Можайский,Гжатская ,5к7,250000
Наталья Малкина,realtor,https://www.cian.ru/rent/flat/306785781/,5,17,3,68.0,Можайский,Гжатская ,5к1,170000
ID 431043,unknown,https://www.cian.ru/rent/flat/306269724/,9,9,3,57.0,Можайский, Багрицкого,10К2,120000
ЛИДЕР Риэлти,real_estate_agent,https://www.cian.ru/rent/flat/306138672/,12,25,3,93.6,Фили-Давыдково, Ивана Франко,6,180000
MOTYLEK - департамент недвижимости,real_estate_agent,https://www.cian.ru/rent/flat/307678616/,5,8,1,48.0,Басманный, Земляной Вал,39/1С1,90000
Квадраты Москвы,real_estate_agent,https://www.cian.ru/rent/flat/307651895/,1,4,1,42.0,Басманный,Подсосенский переулок,18/5,70000
Андрей Городнюк,realtor,https://www.cian.ru/rent/flat/307549671/,6,13,1,39.0,Басманный,Большой Казенный переулок,6,85000
ID 115029865,homeowner,https://www.cian.ru/rent/flat/306932645/,2,11,1,21.0,Басманный, Казакова,7,150000
ЦДВ Инвест,real_estate_agent,https://www.cian.ru/rent/flat/307658678/,7,9,2,68.0,Таганский, Земляной Вал,46,140000
Столичный Проспект,real_estate_agent,https://www.cian.ru/rent/flat/307559509/,5,6,2,64.4,Таганский,2-й Сыромятнический переулок,8,110000
Ирина Таламба,realtor,https://www.cian.ru/rent/flat/307367099/,7,8,2,61.0,Басманный, Земляной Вал,14-16С1,200000
Chase R.E.S.,real_estate_agent,https://www.cian.ru/rent/flat/307153685/,7,11,2,62.1,Басманный, Казакова,7,300000
Владис,real_estate_agent,https://www.cian.ru/rent/flat/306784316/,1,7,2,68.0,Басманный, Нижняя Сыромятническая,5с3,85000
МИЭЛЬ,real_estate_agent,https://www.cian.ru/rent/flat/306558076/,4,5,2,42.5,Басманный,Сыромятнический проезд,7/14,84000
Ключъ,real_estate_agent,https://www.cian.ru/rent/flat/306283761/,3,11,2,40.0,Басманный, Казакова,7,120000
Capital Mars,real_estate_agent,https://www.cian.ru/rent/flat/303868756/,5,6,2,62.0,Таганский,2-й Сыромятнический переулок,8,110000
